Observation,Data_Marking,Statistical_Unit_Eng,Statistical_Unit_Cym,Measure_Type_Eng,Measure_Type_Cym,Observation_Type,Empty,Obs_Type_Value,Unit_Multiplier,Unit_Of_Measure_Eng,Unit_Of_Measure_Cym,Confidentuality,Empty1,Geographic_Area,Empty2,Empty3,Time_Dim_Item_ID,Time_Dim_Item_Label_Eng,Time_Dim_Item_Label_Cym,Time_Type,Empty4,Statistical_Population_ID,Statistical_Population_Label_Eng,Statistical_Population_Label_Cym,CDID,CDIDDescrip,Empty5,Empty6,Empty7,Empty8,Empty9,Empty10,Empty11,Empty12,Dim_ID_1,dimension_Label_Eng_1,dimension_Label_Cym_1,Dim_Item_ID_1,dimension_Item_Label_Eng_1,dimension_Item_Label_Cym_1,Is_Total_1,Is_Sub_Total_1,Dim_ID_2,dimension_Label_Eng_2,dimension_Label_Cym_2,Dim_Item_ID_2,dimension_Item_Label_Eng_2,dimension_Item_Label_Cym_2,Is_Total_2,Is_Sub_Total_2
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0811,"0811 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0811,"0811 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0811,"0811 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0811,"0811 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0811,"0811 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0811,"0811 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0811,"0811 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0811,"0811 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0812,0812 - Operation of gravel and sand pits; mining of clays and kaolin,,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0812,0812 - Operation of gravel and sand pits; mining of clays and kaolin,,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0812,0812 - Operation of gravel and sand pits; mining of clays and kaolin,,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0812,0812 - Operation of gravel and sand pits; mining of clays and kaolin,,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0812,0812 - Operation of gravel and sand pits; mining of clays and kaolin,,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0812,0812 - Operation of gravel and sand pits; mining of clays and kaolin,,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0812,0812 - Operation of gravel and sand pits; mining of clays and kaolin,,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0812,0812 - Operation of gravel and sand pits; mining of clays and kaolin,,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0812,0812 - Operation of gravel and sand pits; mining of clays and kaolin,,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
19617,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0891,0891 - Mining of chemical and fertiliser minerals,,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0891,0891 - Mining of chemical and fertiliser minerals,,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0891,0891 - Mining of chemical and fertiliser minerals,,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0891,0891 - Mining of chemical and fertiliser minerals,,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0891,0891 - Mining of chemical and fertiliser minerals,,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0891,0891 - Mining of chemical and fertiliser minerals,,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0891,0891 - Mining of chemical and fertiliser minerals,,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
133127,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0891,0891 - Mining of chemical and fertiliser minerals,,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0891,0891 - Mining of chemical and fertiliser minerals,,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0893,0893 - Extraction of salt,,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0893,0893 - Extraction of salt,,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0893,0893 - Extraction of salt,,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0893,0893 - Extraction of salt,,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0893,0893 - Extraction of salt,,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0893,0893 - Extraction of salt,,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0893,0893 - Extraction of salt,,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0893,0893 - Extraction of salt,,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0893,0893 - Extraction of salt,,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
17312,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0899,0899 - Other mining and quarrying n.e.c,,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0899,0899 - Other mining and quarrying n.e.c,,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0899,0899 - Other mining and quarrying n.e.c,,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0899,0899 - Other mining and quarrying n.e.c,,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
3176,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0899,0899 - Other mining and quarrying n.e.c,,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
0,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0899,0899 - Other mining and quarrying n.e.c,,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
2071,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0899,0899 - Other mining and quarrying n.e.c,,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
-22730,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0899,0899 - Other mining and quarrying n.e.c,,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
20895,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,0899,0899 - Other mining and quarrying n.e.c,,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
62831139,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,10,10 - Manufacture of food products,,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
5014859,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,10,10 - Manufacture of food products,,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
67845998,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,10,10 - Manufacture of food products,,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
6203387,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,10,10 - Manufacture of food products,,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
709320,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,10,10 - Manufacture of food products,,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
214612,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,10,10 - Manufacture of food products,,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
710740,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,10,10 - Manufacture of food products,,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
1377125,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,10,10 - Manufacture of food products,,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
77061182,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,10,10 - Manufacture of food products,,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
6588782,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1011,1011 - Processing and preserving of meat,,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
6988,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1011,1011 - Processing and preserving of meat,,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
6595769,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1011,1011 - Processing and preserving of meat,,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
73077,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1011,1011 - Processing and preserving of meat,,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
40514,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1011,1011 - Processing and preserving of meat,,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
9620,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1011,1011 - Processing and preserving of meat,,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
14832,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1011,1011 - Processing and preserving of meat,,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
249383,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1011,1011 - Processing and preserving of meat,,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
6983196,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1011,1011 - Processing and preserving of meat,,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
3605372,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1012,1012 - Processing and preserving of poultry meat,,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
106247,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1012,1012 - Processing and preserving of poultry meat,,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
3711619,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1012,1012 - Processing and preserving of poultry meat,,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
230009,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1012,1012 - Processing and preserving of poultry meat,,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
2459,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1012,1012 - Processing and preserving of poultry meat,,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
18172,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1012,1012 - Processing and preserving of poultry meat,,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
67687,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1012,1012 - Processing and preserving of poultry meat,,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
509093,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1012,1012 - Processing and preserving of poultry meat,,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
4539038,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1012,1012 - Processing and preserving of poultry meat,,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
5443389,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1013,1013 - Production of meat and poultry meat products,,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
32760,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1013,1013 - Production of meat and poultry meat products,,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
5476148,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1013,1013 - Production of meat and poultry meat products,,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
190916,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1013,1013 - Production of meat and poultry meat products,,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
444,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1013,1013 - Production of meat and poultry meat products,,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
3001,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1013,1013 - Production of meat and poultry meat products,,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
4608,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1013,1013 - Production of meat and poultry meat products,,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
87333,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1013,1013 - Production of meat and poultry meat products,,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
5762450,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1013,1013 - Production of meat and poultry meat products,,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
2097829,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1020,"1020 - Processing and preserving of fish, crustaceans and molluscs",,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
126350,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1020,"1020 - Processing and preserving of fish, crustaceans and molluscs",,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
2224180,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1020,"1020 - Processing and preserving of fish, crustaceans and molluscs",,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
163003,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1020,"1020 - Processing and preserving of fish, crustaceans and molluscs",,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
12731,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1020,"1020 - Processing and preserving of fish, crustaceans and molluscs",,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
5067,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1020,"1020 - Processing and preserving of fish, crustaceans and molluscs",,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
26502,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1020,"1020 - Processing and preserving of fish, crustaceans and molluscs",,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
303970,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1020,"1020 - Processing and preserving of fish, crustaceans and molluscs",,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
2735453,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1020,"1020 - Processing and preserving of fish, crustaceans and molluscs",,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
1124354,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1031,1031 - Processing and preserving of potatoes,,,,Prodcom Elements,Prodcom Elements,,UK manufacturer sales of individual products listed in this product group,UK manufacturer sales of individual products listed in this product group,,,
87506,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1031,1031 - Processing and preserving of potatoes,,,,Prodcom Elements,Prodcom Elements,,All other income,All other income,,,
1211860,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1031,1031 - Processing and preserving of potatoes,,,,Prodcom Elements,Prodcom Elements,,Total UK manufacturer sales of products in this product group,Total UK manufacturer sales of products in this product group,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1031,1031 - Processing and preserving of potatoes,,,,Prodcom Elements,Prodcom Elements,,Merchanted goods,Merchanted goods,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1031,1031 - Processing and preserving of potatoes,,,,Prodcom Elements,Prodcom Elements,,Work done,Work done,,,
2059,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1031,1031 - Processing and preserving of potatoes,,,,Prodcom Elements,Prodcom Elements,,Waste Products,Waste Products,,,
,S,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1031,1031 - Processing and preserving of potatoes,,,,Prodcom Elements,Prodcom Elements,,Non production income,Non production income,,,
-327835,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1031,1031 - Processing and preserving of potatoes,,,,Prodcom Elements,Prodcom Elements,,Net carry in/carry out,Net carry in/carry out,,,
1481713,,,,,,,,,,,,,,,,,2014,2014,,Year,,,,,,,,,,,,,,,NACE,NACE,,1031,1031 - Processing and preserving of potatoes,,,,Prodcom Elements,Prodcom Elements,,Total turnover of businesses classified to this industry,Total turnover of businesses classified to this industry,,,
